x_osa,y_osa,x_tacka,y_tacka
326.2,192.66666666666666,100,250
325.8,192.8,100,250
325.4,191.73333333333332,100,250
325.4,191.86666666666667,100,250
325.0,192.8,100,250
325.0,192.26666666666668,100,250
325.0,192.13333333333333,100,250
324.8,192.53333333333333,100,250
324.8,192.4,100,250
324.8,192.26666666666668,100,250
324.4,193.73333333333332,100,250
324.6,193.6,100,250
324.8,194.53333333333333,100,250
325.0,193.73333333333332,100,250
325.8,192.26666666666668,100,250
326.2,190.8,100,250
327.0,190.66666666666666,100,250
327.6,191.6,100,250
327.6,190.8,100,250
327.6,190.8,100,250
327.8,191.33333333333334,100,250
328.0,191.73333333333332,100,250
327.8,190.66666666666666,100,250
327.4,189.6,100,250
326.8,188.53333333333333,100,250
326.0,188.53333333333333,100,250
325.4,188.8,100,250
324.8,188.8,100,250
324.2,190.4,100,250
323.8,191.73333333333332,100,250
323.6,193.06666666666666,100,250
323.6,191.33333333333334,100,250
323.2,191.33333333333334,100,250
323.2,192.0,100,250
323.0,191.86666666666667,100,250
323.0,192.13333333333333,100,250
323.2,191.06666666666666,100,250
323.4,191.2,100,250
323.8,192.93333333333334,100,250
324.0,194.0,100,250
324.0,194.0,100,250
323.0,193.73333333333332,100,250
322.6,194.26666666666668,100,250
322.4,192.53333333333333,100,250
321.8,192.53333333333333,100,250
321.8,192.66666666666666,100,250
321.8,192.93333333333334,100,250
321.2,192.93333333333334,100,250
321.0,192.13333333333333,100,250
320.4,192.13333333333333,100,250
320.6,191.2,100,250
321.0,192.8,100,250
321.6,193.73333333333332,100,250
321.6,193.06666666666666,100,250
322.2,192.26666666666668,100,250
322.2,192.26666666666668,100,250
321.8,191.6,100,250
322.0,190.93333333333334,100,250
322.2,191.86666666666667,100,250
322.8,190.26666666666668,100,250
322.8,188.53333333333333,100,250
323.0,190.13333333333333,100,250
323.0,189.6,100,250
323.0,189.73333333333332,100,250
323.0,189.73333333333332,100,250
323.0,189.86666666666667,100,250
322.6,189.73333333333332,100,250
322.8,188.8,100,250
323.0,187.86666666666667,100,250
322.2,189.2,100,250
322.2,188.4,100,250
321.6,189.06666666666666,100,250
321.8,188.8,100,250
321.6,189.46666666666667,100,250
321.6,191.06666666666666,100,250
321.6,192.66666666666666,100,250
322.2,191.06666666666666,100,250
322.2,190.13333333333333,100,400
322.0,190.0,100,400
322.6,190.0,100,400
322.0,190.66666666666666,100,400
322.6,190.8,100,400
322.0,192.26666666666668,100,400
321.8,193.73333333333332,100,400
321.4,193.73333333333332,100,400
321.4,193.73333333333332,100,400
322.6,194.53333333333333,100,400
322.8,194.53333333333333,100,400
321.8,195.2,100,400
323.4,195.86666666666667,100,400
324.4,195.73333333333332,100,400
326.0,197.86666666666667,100,400
326.0,199.73333333333332,100,400
328.0,201.06666666666666,100,400
328.2,201.6,100,400
330.0,202.13333333333333,100,400
327.8,202.66666666666666,100,400
326.6,203.33333333333334,100,400
328.8,202.93333333333334,100,400
328.6,202.53333333333333,100,400
327.8,203.86666666666667,100,400
326.8,202.13333333333333,100,400
327.8,202.13333333333333,100,400
327.0,201.33333333333334,100,400
328.0,200.4,100,400
326.8,200.26666666666668,100,400
328.0,199.33333333333334,100,400
330.2,199.46666666666667,100,400
329.4,197.86666666666667,100,400
327.6,197.86666666666667,100,400
327.6,197.86666666666667,100,400
327.6,196.26666666666668,100,400
327.6,194.66666666666666,100,400
327.4,194.93333333333334,100,400
326.2,196.0,100,400
325.8,194.53333333333333,100,400
325.6,195.46666666666667,100,400
325.0,197.06666666666666,100,400
325.8,197.86666666666667,100,400
327.6,198.66666666666666,100,400
327.2,199.46666666666667,100,400
327.0,198.8,100,400
326.6,197.2,100,400
325.4,198.8,100,400
326.2,197.2,100,400
326.4,195.6,100,400
326.0,197.2,100,400
325.6,198.93333333333334,100,400
323.6,199.6,100,400
322.6,198.0,100,400
323.6,197.86666666666667,100,400
322.6,198.4,100,400
321.8,198.26666666666668,100,400
323.2,197.6,100,400
322.2,197.6,100,400
320.8,197.6,100,400
321.2,197.33333333333334,100,400
321.0,197.86666666666667,100,400
322.0,196.26666666666668,100,400
322.2,196.13333333333333,100,400
322.2,196.13333333333333,100,400
324.2,196.13333333333333,100,400
326.2,196.0,100,400
326.4,195.73333333333332,100,400
328.0,196.93333333333334,100,400
329.4,196.8,100,400
329.4,195.6,100,400
330.0,195.73333333333332,100,400
329.4,195.73333333333332,100,400
328.6,195.06666666666666,100,400
328.6,193.6,100,400
327.4,194.66666666666666,100,400
326.4,194.26666666666668,100,400
325.8,194.4,100,400
325.2,194.66666666666666,100,400
325.2,194.8,100,400
325.2,193.33333333333334,100,400
324.6,191.86666666666667,100,400
325.4,190.66666666666666,100,400
324.8,191.06666666666666,100,400
325.2,192.0,100,400
325.6,191.6,100,400
324.4,191.6,100,400
325.2,192.4,100,400
325.4,192.4,100,400
326.4,194.0,100,400
325.6,194.8,100,400
324.8,196.4,100,400
323.6,197.46666666666667,100,400
325.8,198.26666666666668,100,400
324.2,199.73333333333332,100,400
323.8,199.73333333333332,100,400
325.0,199.73333333333332,100,400
324.4,199.73333333333332,100,400
324.4,198.13333333333333,100,400
322.6,198.53333333333333,100,400
323.2,198.93333333333334,100,400
324.0,197.6,100,400
325.0,196.13333333333333,100,400
324.6,196.4,100,400
325.8,194.8,100,400
326.0,193.33333333333334,100,400
326.0,191.86666666666667,100,400
325.6,190.8,100,400
325.4,190.26666666666668,100,400
326.4,188.93333333333334,100,400
326.6,189.06666666666666,100,400
325.6,190.4,100,400
326.0,190.66666666666666,100,400
325.0,191.73333333333332,100,400
325.4,190.66666666666666,100,400
325.0,190.66666666666666,100,400
324.6,190.66666666666666,100,400
324.8,190.4,100,400
325.0,189.33333333333334,100,400
325.0,189.2,100,400
325.2,188.93333333333334,100,400
326.2,188.66666666666666,100,400
324.8,189.86666666666667,100,400
325.2,190.0,100,400
324.4,190.93333333333334,100,400
324.4,191.86666666666667,500,400
324.8,190.93333333333334,500,400
325.2,190.8,500,400
325.2,189.86666666666667,500,400
325.2,189.86666666666667,500,400
325.4,189.6,500,400
325.6,189.6,500,400
326.8,189.86666666666667,500,400
325.2,189.73333333333332,500,400
323.4,189.86666666666667,500,400
321.8,189.86666666666667,500,400
319.8,190.53333333333333,500,400
317.2,189.73333333333332,500,400
314.4,189.06666666666666,500,400
312.0,187.73333333333332,500,400
309.4,186.93333333333334,500,400
307.0,186.8,500,400
304.6,186.8,500,400
303.8,187.06666666666666,500,400
303.6,187.2,500,400
303.2,187.06666666666666,500,400
303.0,187.33333333333334,500,400
303.0,187.6,500,400
303.4,188.13333333333333,500,400
303.2,188.26666666666668,500,400
303.0,188.53333333333333,500,400
303.0,188.4,500,400
302.4,187.73333333333332,500,400
302.6,187.73333333333332,500,400
302.6,188.26666666666668,500,400
302.4,187.73333333333332,500,400
302.0,187.2,500,400
301.6,186.8,500,400
301.2,186.13333333333333,500,400
301.6,187.33333333333334,500,400
301.8,187.86666666666667,500,400
302.0,187.6,500,400
302.8,187.6,500,400
302.6,187.86666666666667,500,400
302.6,187.46666666666667,500,400
302.8,187.06666666666666,500,400
303.0,186.4,500,400
303.8,187.33333333333334,500,400
304.2,187.73333333333332,500,400
303.4,187.06666666666666,500,400
303.0,188.66666666666666,500,400
303.0,189.6,500,400
303.0,191.46666666666667,500,400
302.8,191.6,500,400
302.6,190.0,500,400
302.8,190.26666666666668,500,400
302.6,189.86666666666667,500,400
302.0,189.33333333333334,500,400
302.4,190.13333333333333,500,400
303.0,191.06666666666666,500,400
303.4,192.13333333333333,500,400
303.2,193.2,500,400
303.0,193.2,500,400
303.4,193.73333333333332,500,400
303.6,194.8,500,400
303.6,193.86666666666667,500,400
304.0,193.46666666666667,500,400
304.2,193.46666666666667,500,400
303.6,193.6,500,400
304.2,194.4,500,400
303.6,193.6,500,400
303.4,193.73333333333332,500,400
303.4,194.26666666666668,500,400
303.4,193.2,500,400
303.4,193.33333333333334,500,400
303.4,194.0,500,400
303.4,194.66666666666666,500,400
303.4,193.73333333333332,500,400
303.4,194.0,500,400
302.6,194.26666666666668,500,400
303.0,194.0,500,400
303.0,193.73333333333332,500,400
302.8,192.93333333333334,500,400
302.4,192.8,500,400
302.4,192.93333333333334,500,400
302.4,193.46666666666667,500,400
302.4,193.86666666666667,500,400
302.6,193.86666666666667,500,400
303.0,193.86666666666667,500,400
303.0,193.2,500,400
303.4,191.86666666666667,500,400
303.2,190.13333333333333,500,400
303.2,191.06666666666666,500,400
303.4,190.8,500,400
303.2,189.6,500,400
303.4,189.6,500,400
303.4,189.86666666666667,500,400
303.0,189.86666666666667,500,400
302.8,190.4,500,400
303.0,190.0,500,400
303.0,191.33333333333334,500,400
303.6,192.66666666666666,500,400
303.4,192.4,500,400
303.6,193.46666666666667,500,400
