smooth_x,smooth_y,x_tacka,y_tacka
272.63864532479204,191.65307557104808,900,100
272.6079401520566,191.71708845916234,900,100
272.6073843414126,191.77123403620422,900,100
272.64886743751373,191.802672334394,900,100
272.64544671688776,191.8325387176743,900,100
272.5862654467056,191.8609117817906,900,100
272.5732268654362,191.8811995260344,900,100
272.5891009848557,191.90047288306602,900,100
272.6178639159158,191.91878257224604,900,100
272.65861344180166,191.92951011030038,900,100
272.7245105008755,191.939701271452,900,100
272.7857947658142,191.94271620787939,900,100
272.8427891322072,191.93891373081874,900,100
272.89579389295267,191.93530137761113,900,100
272.94508832044596,191.9318696420639,900,250
272.9769321380147,191.90860949329402,900,250
273.0065468883537,191.88651235196264,900,250
273.0480886061689,191.8721867343645,900,250
273.0727224037371,191.8719107309796,900,250
273.0816318354755,191.87164852776397,900,250
273.0899176069922,191.8713994347091,900,250
273.0976233745027,191.87116279630698,900,250
273.1327897382875,191.9042713231583,900,250
273.19349445660737,191.96905775700037,900,250
273.30594984464483,192.07727153581703,900,250
273.4525333555197,192.20007462569282,900,250
273.6168560206333,192.3434042277415,900,250
273.78367609918894,192.50623401635443,900,250
273.9808187722457,192.68758898220338,900,250
274.2341614581885,192.88654286642654,900,250
274.4977701561153,193.11554905643854,900,250
274.7709262451872,193.35310493694996,900,250
275.02496140802407,193.59878302343577,900,250
275.2612141094624,193.84551053893065,900,250
275.4529291218,194.11323501198413,900,250
275.631224083274,194.38090659471825,900,250
275.78303839744484,194.648527931649,900,250
275.9242257096237,194.87610153506654,900,250
276.04152990995004,195.06562979164653,900,250
276.15062281625353,195.24568163539752,900,250
276.28007921911575,195.43673088696096,900,250
276.4284736737776,195.63156100927958,900,250
276.5524805166131,195.8099829588156,900,250
276.65380688045013,195.96615047754148,900,250
276.73404039881865,196.09450962033108,900,250
276.8226575709013,196.2164508059812,900,250
276.9330715409382,196.33896159901548,900,250
277.06375653307254,196.47534685239805,900,250
277.2132935757574,196.62491284311147,900,250
277.3243630254544,196.76700053428922,900,250
277.39965761367256,196.90865050757475,900,250
277.44168158071545,197.04321798219598,900,250
277.48076387006535,197.19772374975284,900,250
277.51711039916074,197.3711708955985,900,250
277.55091267121946,197.50261235081857,900,250
277.58234878423406,197.62081506661096,900,250
277.5975843693377,197.7197743132804,900,250
277.5977534634841,197.81378559761635,900,250
277.5839107210402,197.91642965106885,900,250
277.5850369705674,198.0206081685154,900,250
277.5860843826277,198.1062444267563,900,250
277.57305847584377,198.1742655387518,900,250
277.5609443825347,198.23221892848088,900,250
277.56367827575724,198.28060798205684,900,250
277.5802207964542,198.326577582954,900,250
277.5676053407024,198.3702487038063,900,250
277.54187296685325,198.41840293528264,900,250
277.5039418591735,198.44414945518517,900,250
277.4686659290313,198.47527531575923,900,250
277.4358593139991,198.51817821663792,900,250
277.40534916201915,198.55893597247268,900,250
277.3909747206778,198.60432250718236,900,250
277.39160649023034,198.65410638182323,900,250
277.3921940359142,198.69473439606537,900,250
277.3927404534002,198.73999767626208,900,250
277.40724862166223,198.7963311257823,900,250
277.43474121814586,198.8765145694932,900,250
277.4603093328757,198.93268884101852,900,250
277.47008767957436,198.96605439896757,900,250
277.47918154200414,198.9910850123525,900,250
277.4736388340638,199.00819742840153,900,250
277.45448411567935,199.01778755698146,900,250
277.42267022758176,199.0268981791324,900,250
277.393083311651,199.02221993684242,900,250
277.3655674798354,199.02444227333365,900,250
277.3399777562469,199.01322015966696,900,250
277.3161793133096,198.98922581835026,900,250
277.2940467613779,198.95309786076606,900,250
277.2874634880814,198.92544296772775,900,250
277.2813410439157,198.88583748600803,900,250
277.2896471708416,198.86154561170764,900,250
277.3113718688827,198.83846833112227,900,250
277.34557583806094,198.8232115812328,900,250
277.3773855293967,198.8153843355045,900,250
277.3929685423389,198.8212817853959,900,250
277.39346074437515,198.82688436279275,900,250
277.3939184922689,198.85887347798644,900,250
277.40834419781004,198.8959298040871,900,250
277.4217601039633,198.92446664721606,900,250
277.4202368966859,198.96490998152194,900,250
277.4188203139179,199.00999781577917,900,250
277.4175028919436,199.0594979249902,900,250
277.4162776895076,199.11985636207402,900,250
277.429138251242,199.17053021063697,900,250
277.4550985736551,199.22533703343845,900,250
277.4932416734992,199.25740351509987,900,250
277.5287147563542,199.28120000601155,900,250
277.5617047234094,199.31714000571097,900,250
277.59238539277067,199.35128300542542,900,250
277.6349184152767,199.35705218848747,900,250
277.66047412620725,199.35586624572977,900,250
277.67024093737274,199.32140626677662,900,250
277.67932407175664,199.29533595343779,900,250
277.65977138673367,199.26390248909922,900,250
277.6415873896623,199.2073740313109,900,250
277.6246762723859,199.14700532974535,900,250
277.62294893331887,199.08298839659142,900,250
277.6073425079865,199.00883897676184,900,250
277.57882853242745,198.93173036125708,900,250
277.5523105351575,198.85847717652754,900,250
277.5416487976965,198.7888866510345,900,250
277.54573338185776,198.70277565181607,900,250
277.5495320451277,198.60097020255859,900,250
277.58106480196875,198.51758835909732,900,250
277.6103902658309,198.4583756078091,900,250
277.65166294722275,198.41545682741864,900,250
277.69004654091714,198.38801731938105,900,250
277.7397432830529,198.36194978674533,900,250
277.7999612532392,198.35051896407472,900,250
277.85596396551244,198.33965968253764,900,250
277.9080464879266,198.33601003174408,900,250
277.95648323377173,198.3325428634902,900,250
278.0015294074077,198.3359157203157,900,250
278.01542234888916,198.3391199342999,900,250
278.01434278446686,198.3354972709182,900,250
277.9853387895542,198.32538907403895,900,250
277.9443650742854,198.32245295367034,900,250
277.9062595190854,198.3263303059868,900,250
277.8848213527494,198.33001379068747,900,250
277.87888385805695,198.3268464344864,500,250
277.85936198799294,198.3105041127621,500,250
277.8272066488334,198.28164557379063,500,250
277.78330218341506,198.26089662843444,500,250
277.742471030576,198.24785179701271,500,250
277.71849805843567,198.24212587382874,500,250
277.8082031943452,198.24335291347063,500,250
278.073628970741,198.20451860113042,500,250
278.50247494278915,198.1342926710739,500,250
279.0693016967939,198.04091137085354,500,250
279.76445057801834,197.91886580231085,500,250
280.606939037557,197.7629225121953,500,250
281.57245330492805,197.56810971991885,500,250
282.6523815735831,197.33637090058957,500,250
283.8387148634323,197.06288568889343,500,250
285.110004822992,196.7564080711154,500,250
286.3763044853825,196.45192100089295,500,250
287.52596317140575,196.1293249508483,500,250
288.5951457494074,195.7761920366392,500,250
289.57548554694887,195.3807157681406,500,250
290.4732015586624,194.9583466464002,500,250
291.294077449556,194.5037626474135,500,250
292.0714920280871,194.07857451504285,500,250
292.80848758612103,193.66131245595736,500,250
293.47989345509257,193.25158016649283,500,250
294.11830091323606,192.86900115816817,500,250
294.6980198493095,192.5188844335931,500,250
295.25115845985783,192.19294021191342,500,250
295.7515773676678,191.88329320131774,500,250
296.216966951931,191.5757952079185,500,250
296.6497792652958,191.27033878085592,500,250
297.0522947167251,190.9668218418131,500,250
297.4126340865543,190.68514741638913,500,250
297.7337497004955,190.41089004556966,500,250
298.04638722146075,190.15034554329117,500,250
298.32314011595844,189.9028282661266,500,250
298.5805203078413,189.6610201861536,500,250
298.7918838862924,189.4179691768459,500,250
298.97445201425194,189.18040405133692,500,250
299.1302403732543,188.94805051543673,500,250
299.2611235471265,188.70064798966487,500,250
299.3828448988276,188.4656155901816,500,250
299.48204575590967,188.23566814400584,500,250
299.57430255299596,188.0372180701389,500,250
299.6601013742862,187.85535716663193,500,250
299.7398942780862,187.68925597496698,500,250
299.8281016786201,187.53145984288528,500,250
299.93813456111667,187.374886850741,500,250
300.05446514183853,187.21947584153727,500,250
300.16265258190987,187.07183538279375,500,250
300.26326690117617,186.92491028032074,500,250
300.34283821809385,186.79199809963805,500,250
300.4168395428273,186.67239819465613,500,250
300.4716607748294,186.57211161825663,500,250
300.5226445205913,186.49683937067712,500,250
300.5700594041499,186.4453307354766,500,250
300.60015524585936,186.38973086536944,500,250
300.62814437864915,186.33691098876764,500,250
300.6541742721437,186.2667321059959,500,250
300.6643820730936,186.1933955006961,500,250
300.65987532797703,186.1170590589946,500,250
300.64168405501863,186.0245394393782,500,250
300.63876617116733,185.94997913407593,500,250
300.6500525391856,185.88581351070545,500,250
300.6325488614426,185.81152283517017,500,250
300.5882704411416,185.73428002674498,500,250
300.5470915102617,185.67423269207438,500,250
300.50879510454337,185.63052105747067,500,250
300.47317944722533,185.5956616712638,500,250
300.46805688591957,185.54921192103393,500,250
300.4632929039052,185.49175132498223,500,250
300.45886240063186,185.43049709206645,500,250
300.4547420325876,185.38563890412976,500,250
300.4509100903065,185.35635695892327,500,250
300.47534638398497,185.3485391109771,500,250
300.512072137106,185.35444548876157,500,250
300.56022708750857,185.39338988099016,500,250
300.60501119138297,185.43705372027398,500,250
300.6186604079861,185.46520103426028,500,250
300.6033541794271,185.49860764921394,500,250
300.6031193868672,185.53701060008657,500,250
300.6029010297865,185.5468267367489,500,250
300.6026979577014,185.5561520665781,500,250
300.60250910066236,185.56501112991586,500,250
300.602333463616,185.6000939067534,500,250
300.6021701211629,185.6400892114157,500,250
300.5460182126815,185.6780847508449,500,250
300.4937969377937,185.71418051330264,500,250
300.4732311521482,185.7484714876375,500,250
300.4821049714978,185.7810479132556,500,250
300.5043576234929,185.82532885092616,500,250
300.5530525898484,185.8607290750465,500,250
300.584338908559,185.86769262129417,500,250
300.5994351849598,185.89430799022944,500,250
300.58547472201263,185.91959259071794,500,250
300.5584914914717,185.95027962784872,500,250
300.57539708706867,185.99943231312292,500,250
300.59111929097384,186.03946069746678,500,250
300.60574094060564,186.07748766259343,500,250
300.6193390747632,186.1002799461304,500,250
300.6459853395298,186.13526594882387,500,250
300.6847663657627,186.17516931804934,500,250
300.7208327201593,186.18641085214685,500,250
300.75437442974817,186.17042364287283,500,250
300.7995682196658,186.12856912739588,500,250
300.85559844428917,186.05547400435938,500,250
300.9077065531889,185.98603363747472,500,250
300.92816709446566,185.9200652889343,500,250
300.9471953978531,185.87072869115426,500,250
300.9508917200033,185.8438589232632,500,250
300.9263292996031,185.83166597710004,500,250
300.94548624863086,185.80008267824502,500,250
301.0893022112267,185.8234118776661,500,250
301.3770510564408,185.90557461711612,500,250
301.8406574824899,186.04362921959364,500,250
302.4818114587156,186.16144775861397,500,250
303.2740846566055,186.2667087040166,500,250
304.2348987306431,186.38003993548244,500,250
305.3244558194981,186.50103793870832,500,250
306.5337439121332,186.66265270843957,500,250
307.84038183828386,186.9028534063509,500,250
309.167555109604,187.19104406936668,500,250
310.4858262519317,187.478158532565,500,250
311.75381841429646,187.7575839392701,500,250
312.9190511252957,188.08970474230657,500,250
313.988717546525,188.4318861718579,100,250
314.9835073182682,188.830291863265,100,250
315.85266180598944,189.20877727010173,100,250
316.66097547957014,189.56167173992998,100,250
317.35670719600023,189.89025481960013,100,250
318.0177376922802,190.23574207862012,100,250
318.66049605382057,190.61728830802244,100,250
319.23026133005317,191.05309055928797,100,250
319.7741430369494,191.5337693646569,100,250
320.3079530243629,192.02374756309072,100,250
320.7763963126575,192.48922685160284,100,250
321.19804857077145,192.89143217568935,100,250
321.6321851708174,193.3401939002382,100,250
322.02193220886016,193.79985087189294,100,250
322.44039695424,194.15652499496497,100,250
322.8295691674432,194.45536541188338,100,250
323.1774993257222,194.7125971412892,100,250
323.5150743729216,194.93030061755803,100,250
323.82901916681715,195.0704522533468,100,250
324.10698782514,195.1635963073461,100,250
324.3794986773802,195.2787498253121,100,250
324.6189337699636,195.36147900071316,100,250
324.8136084060661,195.42673838401083,100,250
325.0086558176415,195.4087347981436,100,250
325.20404991040664,195.31163139156976,100,250
325.37176641667816,195.1593831553246,100,250
325.4577427675107,195.04141399755838,100,250
325.5097007737849,194.91600996434713,100,250
325.5300217196199,194.79020946612977,100,250
325.5489201992465,194.65736565948993,100,250
325.5804957852992,194.51783070984877,100,250
325.59586108032823,194.39860584102297,100,250
325.6241508047052,194.3053422156385,100,250
325.62246024837583,194.27007510485657,100,250
325.5928880309895,194.2232380162804,100,250
325.5513858688202,194.1654094487997,100,250
325.56878885800273,194.0971389763597,100,250
325.6129736379425,193.97228202754172,100,250
325.6540654832865,193.89366792616462,100,250
325.6782808994564,193.85898452985637,100,250
325.68680123649443,193.7927019700302,100,250
325.69472514993976,193.7230668715287,100,250
325.7160943894439,193.57024686128557,100,250
325.7359677821828,193.37840118488796,100,250
325.75445003743,193.26948112564355,100,250
325.7856385348099,193.2393404026947,100,250
325.78664383737316,193.21737338255997,100,250
325.759578768757,193.14317138009864,100,250
325.734408254944,193.07934614442703,100,250
325.68299967709794,193.06537883720569,100,250
325.6351896997011,193.02544322867874,100,250
325.590726420722,192.98083773391144,100,250
325.5353755712714,192.95846251388252,100,250
325.4838992812824,192.93053938818838,100,250
325.4360263315926,192.8973457521123,100,250
325.3635044883811,192.93914513117335,100,250
325.3100591741944,192.9721878746147,100,250
325.27435503200076,193.0502451475506,100,250
325.2551501797607,193.08439955683974,100,250
325.2932896671774,193.0435129123311,100,250
325.35675939047496,192.93133726671454,100,250
325.4717862331417,192.81810373671212,100,250
325.6207611968218,192.7571985498765,100,250
325.75930791304427,192.65933862238268,100,250
325.8881563591312,192.56637169126353,100,250
326.021985413992,192.50471977336701,100,250
326.16044643501255,192.46615045136534,100,250
326.27521518456166,192.3761762621304,100,250
326.35395012164236,192.23736744902385,100,250
326.3851736131274,192.05216574323933,100,250
326.35821146020845,191.87622412274402,100,250
326.29113665799383,191.7224129166068,100,250
326.1867570919342,191.57629227077646,100,250
326.0476840954988,191.51747765723763,100,250
325.89034620881387,191.52827044104242,100,250
325.73002197419686,191.60519025232364,100,250
325.58092043600305,191.59159740637412,100,250
325.41425600548286,191.57868420272206,100,250
325.2592580850991,191.59974999258594,100,250
325.10111001914214,191.61309582628996,100,250
324.95403231780216,191.6391077016421,100,250
324.831250055556,191.61048564989332,100,250
324.73106255166704,191.58996136739864,100,250
324.66588817305035,191.6571299656954,100,250
324.6192760009368,191.7742734674106,100,250
324.5759266808712,191.88555979404006,100,250
324.4656118132102,191.9779484710047,100,250
324.3350189862855,192.0923843807878,100,250
324.1995676572455,192.11443182841506,100,250
324.0315979212383,192.13537690366095,100,250
323.8753860667516,192.1619413918112,100,250
323.730109042079,192.20051098888732,100,250
323.5530014091334,192.23715210610962,100,250
323.3742913104941,192.23196116747079,100,250
323.16609091875944,192.2270297757639,100,250
322.9864645544463,192.17567828697568,100,250
322.84741203563505,192.2068943726269,100,250
322.76009319314056,192.2832163206622,100,250
322.6788866696207,192.32238883796242,100,250
322.64536460274724,192.31960272939764,100,250
322.6141890805549,192.3169559262611,100,250
322.55719584491607,192.28110812994805,100,250
322.5181921357719,192.21371939011732,100,250
322.4959186862679,192.19636675394477,100,250
322.5172043782291,192.09988174958085,100,250
322.537000071753,191.92155432876848,100,250
322.5694100667303,191.8321432789967,100,250
322.5995513620592,191.72053611504685,100,250
322.627582766715,191.6211759759612,100,250
322.653651973045,191.5267838438298,100,250
322.67789633493186,191.44377798497163,100,250
322.6724435914866,191.3582557523897,100,250
322.6813725400825,191.23034296477022,100,250
322.70367646227675,191.06215914986504,100,250
322.6684191099174,190.96905119237178,100,250
322.6356297722232,190.8405986327532,100,250
322.56313568816756,190.75190203444885,100,250
322.5097161899958,190.6543069327264,100,250
